Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-05-20 00:00:00-04:00,4465.7998046875,4472.5,4458.60009765625,4464.2001953125,0,0.0,0.0
2026-05-20 01:00:00-04:00,4464.0,4481.7998046875,4463.7998046875,4475.2001953125,3475,0.0,0.0
2026-05-20 02:00:00-04:00,4474.7998046875,4481.10009765625,4463.60009765625,4476.7001953125,4796,0.0,0.0
2026-05-20 03:00:00-04:00,4476.39990234375,4488.7001953125,4474.5,4480.89990234375,5645,0.0,0.0
2026-05-20 04:00:00-04:00,4481.10009765625,4492.7998046875,4479.10009765625,4486.5,5231,0.0,0.0
2026-05-20 05:00:00-04:00,4486.2001953125,4494.2001953125,4475.10009765625,4487.5,8041,0.0,0.0
2026-05-20 06:00:00-04:00,4487.5,4499.7998046875,4487.2998046875,4497.10009765625,5096,0.0,0.0
2026-05-20 07:00:00-04:00,4497.5,4503.7001953125,4493.10009765625,4501.2001953125,5318,0.0,0.0
2026-05-20 08:00:00-04:00,4501.0,4508.10009765625,4495.2998046875,4499.0,9966,0.0,0.0
2026-05-20 09:00:00-04:00,4499.0,4509.0,4484.60009765625,4485.7001953125,11611,0.0,0.0
2026-05-20 10:00:00-04:00,4485.5,4540.5,4469.10009765625,4534.39990234375,26367,0.0,0.0
2026-05-20 11:00:00-04:00,4534.7998046875,4558.39990234375,4526.5,4532.10009765625,14832,0.0,0.0
2026-05-20 12:00:00-04:00,4532.10009765625,4538.7998046875,4527.10009765625,4537.5,6808,0.0,0.0
2026-05-20 13:00:00-04:00,4537.7001953125,4542.0,4533.0,4535.10009765625,6397,0.0,0.0
2026-05-20 14:00:00-04:00,4534.60009765625,4548.5,4532.2998046875,4545.60009765625,3543,0.0,0.0
2026-05-20 15:00:00-04:00,4545.7998046875,4553.7998046875,4544.89990234375,4548.10009765625,3444,0.0,0.0
2026-05-20 16:00:00-04:00,4548.39990234375,4553.2001953125,4544.5,4546.2001953125,2282,0.0,0.0
2026-05-20 18:00:00-04:00,4548.0,4549.89990234375,4536.0,4541.2001953125,0,0.0,0.0
2026-05-20 19:00:00-04:00,4540.89990234375,4548.60009765625,4535.60009765625,4548.0,1374,0.0,0.0
2026-05-20 20:00:00-04:00,4548.2998046875,4554.60009765625,4538.7001953125,4547.0,2182,0.0,0.0
2026-05-20 21:00:00-04:00,4548.0,4572.39990234375,4541.39990234375,4562.89990234375,5859,0.0,0.0
2026-05-20 22:00:00-04:00,4562.60009765625,4566.7998046875,4533.2001953125,4535.2998046875,3748,0.0,0.0
2026-05-20 23:00:00-04:00,4534.60009765625,4541.7001953125,4528.2998046875,4529.89990234375,2257,0.0,0.0
2026-05-21 00:00:00-04:00,4529.39990234375,4541.60009765625,4528.39990234375,4540.0,1629,0.0,0.0
2026-05-21 01:00:00-04:00,4539.7998046875,4541.60009765625,4519.0,4528.89990234375,3253,0.0,0.0
2026-05-21 02:00:00-04:00,4528.0,4541.2001953125,4520.0,4523.10009765625,4701,0.0,0.0
2026-05-21 03:00:00-04:00,4522.89990234375,4525.7998046875,4513.2001953125,4520.7998046875,4691,0.0,0.0
2026-05-21 04:00:00-04:00,4520.89990234375,4538.2001953125,4519.2001953125,4534.2998046875,5113,0.0,0.0
2026-05-21 05:00:00-04:00,4533.7001953125,4544.2001953125,4528.7998046875,4531.7001953125,4265,0.0,0.0
2026-05-21 06:00:00-04:00,4531.60009765625,4537.60009765625,4505.7001953125,4511.89990234375,7174,0.0,0.0
2026-05-21 07:00:00-04:00,4512.2998046875,4522.5,4508.7998046875,4515.0,3005,0.0,0.0
2026-05-21 08:00:00-04:00,4515.2001953125,4520.2001953125,4501.39990234375,4505.0,11145,0.0,0.0
2026-05-21 09:00:00-04:00,4505.10009765625,4522.2998046875,4488.2998046875,4513.7001953125,14316,0.0,0.0
2026-05-21 10:00:00-04:00,4514.10009765625,4516.7001953125,4499.2001953125,4510.0,22074,0.0,0.0
2026-05-21 11:00:00-04:00,4510.5,4517.0,4498.0,4513.0,13713,0.0,0.0
2026-05-21 12:00:00-04:00,4513.2001953125,4522.39990234375,4513.10009765625,4520.7001953125,7374,0.0,0.0
2026-05-21 13:00:00-04:00,4521.0,4561.2001953125,4515.0,4553.10009765625,16159,0.0,0.0
2026-05-21 14:00:00-04:00,4553.0,4557.7998046875,4528.60009765625,4533.7001953125,5574,0.0,0.0
2026-05-21 15:00:00-04:00,4533.39990234375,4545.0,4531.2998046875,4544.10009765625,3176,0.0,0.0
2026-05-21 16:00:00-04:00,4543.89990234375,4545.89990234375,4540.7998046875,4544.2001953125,2517,0.0,0.0
2026-05-21 18:00:00-04:00,4544.2001953125,4547.0,4540.39990234375,4544.10009765625,0,0.0,0.0
2026-05-21 19:00:00-04:00,4544.39990234375,4545.7998046875,4532.7001953125,4536.0,934,0.0,0.0
2026-05-21 20:00:00-04:00,4536.2001953125,4541.89990234375,4526.5,4528.39990234375,1793,0.0,0.0
2026-05-21 21:00:00-04:00,4527.60009765625,4537.2998046875,4524.10009765625,4531.7001953125,1373,0.0,0.0
2026-05-22 00:00:00-04:00,4530.60009765625,4531.2998046875,4528.7001953125,4529.39990234375,238,0.0,0.0
