symbol,direction,entry,exit,pnl_t,pnl_d
M2K.F,1,2693.699951171875,TP1,10.1001,101.0
M2K.F,1,2718.199951171875,TP1,10.1001,101.0
M2K.F,1,2728.300048828125,SL,-12.6001,-126.0
M2K.F,1,2789.5,SL,-33.5,-335.0
M2K.F,1,2795.5,TP1,11.3,113.0
M2K.F,1,2814.10009765625,TP1,11.8999,119.0
M2K.F,1,2800.5,SL,-15.7,-157.0
M2K.F,1,2798.0,SL,-12.3,-123.0
M2K.F,1,2801.39990234375,END,-5.2998,-53.0
