datetime,open,high,low,close,volume
2026-05-12T00:00:00-04:00,2339.48,2340.45,2334.1,2335.8,582.05708009
2026-05-12T00:15:00-04:00,2335.75,2337.52,2332.1,2334.44,690.5271280600001
2026-05-12T00:30:00-04:00,2333.6,2336.46,2330.6,2331.76,1045.23533484
2026-05-12T00:45:00-04:00,2331.76,2335.52,2330.5,2333.04,406.54627457
2026-05-12T01:00:00-04:00,2332.98,2335.14,2324.3,2325.32,1076.36390334
2026-05-12T01:15:00-04:00,2325.32,2326.69,2316.87,2323.02,1628.29259931
2026-05-12T01:30:00-04:00,2322.89,2323.6,2293.9,2308.17,4742.49011709
2026-05-12T01:45:00-04:00,2308.05,2315.6,2305.6,2310.66,946.53301869
2026-05-12T02:00:00-04:00,2310.59,2316.49,2308.5,2315.18,621.9709532999999
2026-05-12T02:15:00-04:00,2315.19,2315.21,2306.4,2314.24,689.94880302
2026-05-12T02:30:00-04:00,2314.23,2315.08,2307.45,2309.41,598.2772702599999
2026-05-12T02:45:00-04:00,2309.41,2315.2,2309.1,2315.14,396.28470542
2026-05-12T03:00:00-04:00,2314.84,2317.2,2310.8,2312.66,378.28296188
2026-05-12T03:15:00-04:00,2312.67,2313.48,2310,2311.21,289.30209308999997
2026-05-12T03:30:00-04:00,2311.18,2313.47,2310.6,2312.2,258.64248256999997
2026-05-12T03:45:00-04:00,2312,2312.43,2306.5,2308.89,729.90355251
2026-05-12T04:00:00-04:00,2308.71,2309.5,2305.8,2306.13,506.22953172
2026-05-12T04:15:00-04:00,2306.14,2312.15,2304.8,2311.21,411.83289112999995
2026-05-12T04:30:00-04:00,2311.21,2313.44,2310.5,2311.28,365.78883032
2026-05-12T04:45:00-04:00,2311.24,2313.65,2309.1,2310.23,355.1907586400001
2026-05-12T05:00:00-04:00,2310.13,2312.6,2308.4,2309.8,349.42127216
2026-05-12T05:15:00-04:00,2310.13,2313.07,2309.4,2312.3,287.38432401
2026-05-12T05:30:00-04:00,2312.2,2313.31,2309,2311.49,291.9375395800001
2026-05-12T05:45:00-04:00,2311.49,2312.64,2309.42,2309.65,183.25801219
2026-05-12T06:00:00-04:00,2309.64,2311.4,2308.1,2311.34,333.08546088
2026-05-12T06:15:00-04:00,2311.33,2313.37,2309.65,2309.66,216.35174332
2026-05-12T06:30:00-04:00,2309.66,2310.4,2304.69,2305.83,515.80877187
2026-05-12T06:45:00-04:00,2305.84,2307.8,2301.82,2303.03,1303.9204957599998
2026-05-12T07:00:00-04:00,2303.03,2304.5,2294.5,2302.57,2068.2867641299995
2026-05-12T07:15:00-04:00,2302.57,2303.8,2298,2300.1,715.8802779699998
2026-05-12T07:30:00-04:00,2300.16,2301.6,2296.08,2296.21,578.1801251999999
2026-05-12T07:45:00-04:00,2296.21,2300,2290.45,2294.11,1033.37386259
2026-05-12T08:00:00-04:00,2294.16,2295.9,2283.49,2283.87,5385.626691799999
2026-05-12T08:15:00-04:00,2283.87,2288.7,2279.45,2286.56,3233.68290361
2026-05-12T08:30:00-04:00,2286.64,2292.1,2286.13,2292.1,1358.52842956
2026-05-12T08:45:00-04:00,2291.26,2292.7,2285.28,2287.17,924.45621331
2026-05-12T09:00:00-04:00,2287.2,2288.5,2282.37,2283.24,1043.03806027
2026-05-12T09:15:00-04:00,2283.24,2285.1,2280.02,2284.12,1038.58748745
2026-05-12T09:30:00-04:00,2284.04,2294.8,2283.99,2293.8,979.57192984
2026-05-12T09:45:00-04:00,2292.86,2295.2,2288.9,2291.96,445.6592281099999
2026-05-12T10:00:00-04:00,2291.77,2293.6,2290.56,2290.86,327.10970714
2026-05-12T10:15:00-04:00,2290.86,2292.6,2286.6,2288.41,435.21418944999994
2026-05-12T10:30:00-04:00,2288.38,2289.9,2282.7,2284.39,957.87293488
2026-05-12T10:45:00-04:00,2284.39,2286.6,2280.9,2285.52,952.44962682
2026-05-12T11:00:00-04:00,2285.8,2286.72,2277.8,2282.67,1947.3689322399998
2026-05-12T11:15:00-04:00,2282.71,2284,2277.89,2282.67,1367.1597868600002
2026-05-12T11:30:00-04:00,2282.58,2286.46,2282.52,2286,1464.5644869199998
2026-05-12T11:45:00-04:00,2286,2286.6,2283.33,2286.09,559.0691250300001
2026-05-12T12:00:00-04:00,2286.35,2288.66,2281.1,2287.31,588.0122662799998
2026-05-12T12:15:00-04:00,2287.23,2290.55,2284.9,2290.3,1013.3122622399998
2026-05-12T12:30:00-04:00,2290.34,2294.78,2280.24,2286.3,2277.5593402599998
2026-05-12T12:45:00-04:00,2286.35,2290.01,2284.69,2288.31,3594.6322759800005
2026-05-12T13:00:00-04:00,2288.34,2291.99,2287.2,2287.5,905.8730694
2026-05-12T13:15:00-04:00,2287.64,2287.68,2282,2284.22,1476.25165088
2026-05-12T13:30:00-04:00,2284.2,2285,2273.72,2279.16,7344.021338179999
2026-05-12T13:45:00-04:00,2279.3,2283.15,2265,2271.04,5820.563074479999
2026-05-12T14:00:00-04:00,2270.72,2279.75,2267.82,2278.37,4126.7341283999995
2026-05-12T14:15:00-04:00,2278.62,2281.01,2270.47,2272.5,3493.87510324
2026-05-12T14:30:00-04:00,2272.8,2279.21,2260.46,2276.86,3017.48609859
2026-05-12T14:45:00-04:00,2276.67,2276.71,2264.23,2268.32,1223.58738714
2026-05-12T15:00:00-04:00,2268.19,2273.67,2265.43,2271.47,931.6057759000001
2026-05-12T15:15:00-04:00,2271.2,2271.72,2255.7,2258.84,2479.6981341200003
2026-05-12T15:30:00-04:00,2258.56,2267.68,2258.56,2262.77,10253.583952320001
2026-05-12T15:45:00-04:00,2262.8,2266.08,2258.51,2261,6167.021116249999
2026-05-12T16:00:00-04:00,2261.14,2267.89,2258,2267.05,1378.9041167
2026-05-12T16:15:00-04:00,2267.15,2270.41,2264,2266.82,1000.0448958500001
2026-05-12T16:30:00-04:00,2267.68,2268.21,2261.6,2263.95,948.04504088
2026-05-12T16:45:00-04:00,2263.8,2265.31,2255.29,2263.07,1566.54634346
2026-05-12T17:00:00-04:00,2263.12,2269.99,2263.12,2269.81,723.48620857
2026-05-12T17:15:00-04:00,2269.8,2275.12,2269.8,2274.49,2009.1507245399998
2026-05-12T17:30:00-04:00,2274.49,2277.4,2272.77,2276.49,1329.5876480999998
