symbol,direction,entry,exit,pnl_t,pnl_d
MCL.F,1,92.56999969482422,SL,-10.17,-1017.0
MCL.F,1,87.20999908447266,TP1,10.64,1064.0
MCL.F,1,96.20999908447266,END,-1.81,-181.0
