Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-05-20 00:00:00-04:00,0.7103999853134155,0.7105000019073486,0.7093999981880188,0.7098000049591064,0,0.0,0.0
2026-05-20 01:00:00-04:00,0.7098000049591064,0.710099995136261,0.7093999981880188,0.7098000049591064,56,0.0,0.0
2026-05-20 02:00:00-04:00,0.7098000049591064,0.7109000086784363,0.7096999883651733,0.7102000117301941,176,0.0,0.0
2026-05-20 03:00:00-04:00,0.710099995136261,0.7110000252723694,0.710099995136261,0.7103999853134155,116,0.0,0.0
2026-05-20 04:00:00-04:00,0.7103000283241272,0.7111999988555908,0.7102000117301941,0.7109000086784363,221,0.0,0.0
2026-05-20 05:00:00-04:00,0.7107999920845032,0.7110999822616577,0.7105000019073486,0.7109000086784363,105,0.0,0.0
2026-05-20 06:00:00-04:00,0.7110000252723694,0.7121999859809875,0.7110000252723694,0.7121999859809875,231,0.0,0.0
2026-05-20 07:00:00-04:00,0.7120000123977661,0.713100016117096,0.7117000222206116,0.7123000025749207,449,0.0,0.0
2026-05-20 08:00:00-04:00,0.7127000093460083,0.7128999829292297,0.711899995803833,0.7120000123977661,184,0.0,0.0
2026-05-20 09:00:00-04:00,0.711899995803833,0.7125999927520752,0.7114999890327454,0.7117000222206116,336,0.0,0.0
2026-05-20 10:00:00-04:00,0.7117000222206116,0.7152000069618225,0.7110999822616577,0.714900016784668,1642,0.0,0.0
2026-05-20 11:00:00-04:00,0.714900016784668,0.7170000076293945,0.7143999934196472,0.7146999835968018,1820,0.0,0.0
2026-05-20 12:00:00-04:00,0.7148000001907349,0.7157999873161316,0.7146000266075134,0.7150999903678894,542,0.0,0.0
2026-05-20 13:00:00-04:00,0.7149999737739563,0.715399980545044,0.7148000001907349,0.7148000001907349,638,0.0,0.0
2026-05-20 14:00:00-04:00,0.7146999835968018,0.7157999873161316,0.7145000100135803,0.715399980545044,307,0.0,0.0
2026-05-20 15:00:00-04:00,0.7156999707221985,0.7157999873161316,0.7153000235557556,0.715499997138977,185,0.0,0.0
2026-05-20 16:00:00-04:00,0.715499997138977,0.715499997138977,0.7141000032424927,0.7141000032424927,192,0.0,0.0
2026-05-20 18:00:00-04:00,0.7149999737739563,0.7152000069618225,0.7146999835968018,0.714900016784668,0,0.0,0.0
2026-05-20 19:00:00-04:00,0.714900016784668,0.7149999737739563,0.7146000266075134,0.7146000266075134,49,0.0,0.0
2026-05-20 20:00:00-04:00,0.7145000100135803,0.7146000266075134,0.7141000032424927,0.7143999934196472,88,0.0,0.0
2026-05-20 21:00:00-04:00,0.7145000100135803,0.7153000235557556,0.7107999920845032,0.7116000056266785,1772,0.0,0.0
2026-05-20 22:00:00-04:00,0.711899995803833,0.7121000289916992,0.7096999883651733,0.7105000019073486,561,0.0,0.0
2026-05-20 23:00:00-04:00,0.7106000185012817,0.7117000222206116,0.7106000185012817,0.7117000222206116,199,0.0,0.0
2026-05-21 00:00:00-04:00,0.7116000056266785,0.7125999927520752,0.7116000056266785,0.7124999761581421,154,0.0,0.0
2026-05-21 01:00:00-04:00,0.7124999761581421,0.7124999761581421,0.7113000154495239,0.7121000289916992,187,0.0,0.0
2026-05-21 02:00:00-04:00,0.7123000025749207,0.7124999761581421,0.7105000019073486,0.7109000086784363,320,0.0,0.0
2026-05-21 03:00:00-04:00,0.7110000252723694,0.7117999792098999,0.7106000185012817,0.7114999890327454,164,0.0,0.0
2026-05-21 04:00:00-04:00,0.7116000056266785,0.713699996471405,0.7113000154495239,0.7128999829292297,697,0.0,0.0
2026-05-21 05:00:00-04:00,0.7128000259399414,0.7139000296592712,0.7128000259399414,0.7131999731063843,143,0.0,0.0
2026-05-21 06:00:00-04:00,0.7132999897003174,0.7135000228881836,0.7113999724388123,0.7121999859809875,579,0.0,0.0
2026-05-21 07:00:00-04:00,0.7121999859809875,0.7134000062942505,0.7121000289916992,0.7121999859809875,290,0.0,0.0
2026-05-21 08:00:00-04:00,0.7124000191688538,0.7129999995231628,0.7120000123977661,0.7121999859809875,399,0.0,0.0
2026-05-21 09:00:00-04:00,0.7121000289916992,0.713100016117096,0.7113000154495239,0.7128000259399414,486,0.0,0.0
2026-05-21 10:00:00-04:00,0.7127000093460083,0.7134000062942505,0.711899995803833,0.7131999731063843,355,0.0,0.0
2026-05-21 11:00:00-04:00,0.7131999731063843,0.7132999897003174,0.7120000123977661,0.7128999829292297,174,0.0,0.0
2026-05-21 12:00:00-04:00,0.7129999995231628,0.7135999798774719,0.7129999995231628,0.7132999897003174,180,0.0,0.0
2026-05-21 13:00:00-04:00,0.7134000062942505,0.7164999842643738,0.7131999731063843,0.7160000205039978,875,0.0,0.0
2026-05-21 14:00:00-04:00,0.7159000039100647,0.7164000272750854,0.7139999866485596,0.7143999934196472,686,0.0,0.0
2026-05-21 15:00:00-04:00,0.7146000266075134,0.715499997138977,0.7142999768257141,0.7150999903678894,408,0.0,0.0
2026-05-21 16:00:00-04:00,0.7152000069618225,0.7152000069618225,0.7146000266075134,0.7146999835968018,87,0.0,0.0
2026-05-21 18:00:00-04:00,0.7146999835968018,0.715399980545044,0.7146000266075134,0.714900016784668,0,0.0,0.0
2026-05-21 19:00:00-04:00,0.714900016784668,0.714900016784668,0.7142999768257141,0.7143999934196472,169,0.0,0.0
2026-05-21 20:00:00-04:00,0.7142000198364258,0.7142999768257141,0.7138000130653381,0.7138000130653381,169,0.0,0.0
2026-05-21 21:00:00-04:00,0.7138000130653381,0.7138000130653381,0.7132999897003174,0.7132999897003174,84,0.0,0.0
2026-05-22 00:00:00-04:00,0.7138000130653381,0.7138000130653381,0.713699996471405,0.713699996471405,0,0.0,0.0
